REF_AREA_ID,FINAL_REF_AREA_NAME,CATEGORY,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,GROWTH_RATE_10YR,GROWTH_RATE_10YR2
BGR,Bulgaria,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,7867374,7943118,8012946,8078145,8144340,8204168,8258057,8310226,8369603,8434172,8489574,8536395,8576200,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761,6934015,6877743,6465097,6430370,-11.49%,-0.54%
BFA,Burkina Faso,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,947195,962522,979706,1000734,1025253,1050729,1076458,1102596,1129288,1156225,1183242,1210390,1237863,1266230,1296117,1328108,1362560,1400193,1441623,1486421,1533776,1583140,1634503,1688028,1744340,1803921,1865594,1928051,1990524,2052546,2114407,2175979,2236618,2295832,2354355,2413536,2473878,2535110,2597949,2662744,2729022,2797225,2867802,2942868,3023661,3110153,3203138,3301658,3404723,3511678,3621508,3734031,3849198,3965815,4082316,4197143,4308354,4414495,4515800,4613367,4707054,4795471,4878404,4957168,25.00%,1.61%
BFA,Burkina Faso,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,1344079,1366971,1389115,1408508,1425880,1444234,1463660,1483947,1505330,1527544,1550755,1574250,1598213,1623474,1650636,1679894,1711366,1746129,1783478,1822638,1864110,1907104,1951577,1998815,2048178,2098160,2147441,2196197,2246128,2298113,2352845,2408201,2465365,2527560,2594937,2666707,2740689,2817611,2903322,2998472,3099753,3206660,3317593,3431033,3546717,3664324,3781715,3896171,4008191,4121844,4239249,4362605,4494302,4631616,4775262,4926335,5084099,5247485,5414578,5586839,5768380,5958706,6153394,6354332,37.19%,3.27%
BFA,Burkina Faso,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,56860,59388,61968,64614,67380,70319,73410,76666,80075,83592,87218,90933,94703,98538,102543,106749,111147,115720,120434,125272,130135,134936,139707,144479,149246,153937,158370,162472,166275,169809,173232,176565,179727,182685,185523,188354,191142,193817,196599,199711,203178,206984,211032,215368,219982,224928,230234,235890,242169,249138,256593,264411,272132,278286,283334,289122,295828,303223,311362,320173,328590,335809,342809,351240,26.22%,2.46%
BFA,Burkina Faso,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,2348133,2388880,2430789,2473856,2518513,2565282,2613528,2663209,2714692,2767361,2821215,2875573,2930778,2988242,3049295,3114751,3185073,3262042,3345535,3434330,3528021,3625180,3725787,3831322,3941764,4056018,4171406,4286719,4402927,4520467,4640485,4760745,4881710,5006076,5134815,5268597,5405710,5546538,5697870,5860926,6031953,6210869,6396427,6589269,6790360,6999405,7215087,7433720,7655083,7882660,8117350,8361047,8615632,8875716,9140912,9412600,9688281,9965204,10241740,10520378,10804024,11089986,11374607,11662740,31.40%,2.53%
BFA,Burkina Faso,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,962214,974805,989548,1009711,1034622,1060462,1086605,1113199,1140323,1167635,1195037,1222548,1250478,1279437,1309974,1342771,1378257,1417175,1460100,1506531,1555736,1607213,1660890,1716961,1776100,1838721,1903500,1969141,2034870,2100188,2165300,2229904,2293398,2355347,2416341,2477838,2540503,2604056,2669292,2736560,2805373,2876188,2949497,3027411,3111131,3200555,3296633,3398593,3505442,3616647,3731103,3848319,3968266,4089683,4210689,4329584,4444590,4554359,4659151,4760082,4857067,4948932,5035243,5116763,25.11%,1.62%
BFA,Burkina Faso,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,1403329,1417871,1431196,1440400,1446485,1453837,1462361,1471845,1482609,1494077,1506524,1518550,1530654,1544422,1560852,1580335,1603072,1631076,1662899,1696819,1733933,1773071,1813927,1858767,1906568,1954602,2000545,2044561,2089465,2136521,2186161,2233915,2282125,2336750,2397837,2464267,2532203,2603767,2690337,2791477,2899670,3015148,3136662,3261630,3389244,3517704,3642601,3759181,3867774,3976390,4088843,4208243,4339378,4477145,4622481,4777370,4940555,5109904,5280349,5453886,5638841,5834625,6032300,6234579,39.25%,3.35%
BFA,Burkina Faso,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,69584,71276,72963,74703,76491,78349,80303,82360,84495,86673,88891,91122,93374,95641,98021,100588,103361,106277,109244,112258,115277,118266,121213,124135,127044,129843,132375,134576,136458,138058,139414,140500,141322,141902,142262,142561,142795,142992,143564,144591,145892,147559,149683,152280,155243,158462,161921,165580,169616,174324,179548,185041,190456,193864,195761,198465,202072,206392,211483,217294,222694,227141,231613,237404,22.46%,2.50%
BFA,Burkina Faso,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,2435126,2463953,2493708,2524814,2557598,2592647,2629269,2667404,2707427,2748385,2790452,2832220,2874506,2919499,2968846,3023694,3084691,3154527,3232244,3315608,3404945,3498550,3596030,3699863,3809712,3923166,4036421,4148278,4260793,4374767,4490875,4604319,4716845,4833999,4956441,5084665,5215501,5350815,5503193,5672628,5850935,6038895,6235842,6441322,6655617,6876721,7101155,7323354,7542832,7767361,7999494,8241604,8498100,8760692,9028931,9305419,9587217,9870655,10150983,10431262,10718602,11010698,11299155,11588745,32.28%,2.56%
BFA,Burkina Faso,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,1909408,1937327,1969254,2010445,2059876,2111191,2163063,2215795,2269612,2323860,2378278,2432938,2488341,2545667,2606090,2670878,2740817,2817368,2901723,2992952,3089512,3190353,3295393,3404988,3520440,3642642,3769094,3897191,4025394,4152734,4279708,4405883,4530016,4651178,4770696,4891374,5014380,5139166,5267241,5399304,5534395,5673413,5817299,5970279,6134792,6310709,6499771,6700252,6910165,7128325,7352611,7582350,7817464,8055498,8293004,8526727,8752944,8968854,9174951,9373448,9564122,9744403,9913646,10073931,25.06%,1.62%
BFA,Burkina Faso,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,2747408,2784842,2820311,2848908,2872365,2898070,2926020,2955791,2987939,3021621,3057279,3092800,3128867,3167896,3211487,3260229,3314439,3377205,3446377,3519457,3598044,3680175,3765504,3857582,3954746,4052763,4147987,4240757,4335593,4434634,4539006,4642117,4747490,4864310,4992774,5130974,5272892,5421378,5593659,5789949,5999424,6221808,6454255,6692664,6935961,7182028,7424317,7655353,7875966,8098235,8328092,8570848,8833680,9108761,9397743,9703705,10024653,10357389,10694927,11040724,11407221,11793330,12185694,12588910,38.21%,3.31%
BFA,Burkina Faso,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,126444,130664,134932,139318,143870,148668,153713,159027,164569,170266,176109,182055,188076,194179,200564,207337,214509,221997,229678,237531,245412,253202,260920,268614,276289,283780,290746,297047,302733,307867,312647,317065,321050,324587,327786,330915,333937,336809,340163,344301,349070,354543,360715,367648,375225,383390,392155,401470,411785,423462,436141,449453,462588,472149,479095,487587,497901,509615,522845,537466,551283,562950,574422,588643,24.67%,2.48%
BFA,Burkina Faso,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,4558446,4620091,4683541,4749087,4817483,4889820,4964771,5042174,5122818,5205100,5289220,5373259,5458127,5547370,5643692,5748837,5851697,5957720,6073395,6195229,6322519,6452105,6582972,6718117,6856646,6995032,7154599,7332373,7510059,7688773,7869863,8047399,8223082,8404113,8591695,8786711,8984800,9167398,9351767,9553704,9762505,9978658,10199547,10424994,10654996,10887626,11118137,11363537,11621238,11881653,12146783,12419447,12704037,12989920,13275977,13564948,13852529,14134437,14405827,14670338,14935196,15196430,15446047,15690102,20.79%,1.58%
BFA,Burkina Faso,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,224813,232742,240956,249584,258628,268109,278026,288439,299301,310647,322446,334534,347156,360372,374449,389607,418068,458849,504384,554710,610448,671625,738845,813067,894830,984153,1053228,1102623,1153661,1206461,1261498,1317665,1375473,1435962,1499561,1566552,1636410,1729955,1849296,1979850,2120383,2271106,2432722,2605597,2790981,2988501,3198105,3393537,3576677,3768369,3970062,4183204,4409695,4646488,4893865,5153071,5422969,5701421,5986896,6281301,6587430,6904253,7227715,7561383,62.73%,4.62%
BFA,Burkina Faso,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,4783259,4852833,4924497,4998671,5076111,5157929,5242797,5330613,5422119,5515747,5611666,5707793,5805283,5907742,6018141,6138444,6269765,6416569,6577779,6749939,6932967,7123730,7321817,7531184,7751476,7979185,8207827,8434996,8663720,8895234,9131361,9365064,9598555,9840075,10091256,10353263,10621210,10897353,11201063,11533554,11882888,12249764,12632269,13030591,13445977,13876127,14316242,14757074,15197915,15650022,16116845,16602651,17113732,17636408,18169842,18718019,19275498,19835858,20392723,20951639,21522626,22100683,22673762,23251485,31.84%,2.55%
BDI,Burundi,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,618127,633417,649553,665746,684396,701344,715391,730815,746943,763478,780645,798946,809797,818311,834584,853174,872545,893354,916211,940708,971106,1005373,1039316,1074716,1110584,1146363,1181594,1217642,1254144,1290647,1326703,1361141,1396103,1409835,1422925,1451843,1467040,1475422,1486719,1500821,1516833,1537267,1563345,1595463,1635175,1681797,1734665,1794056,1860364,1947400,2042537,2129254,2220944,2317542,2413291,2500122,2577556,2649718,2718487,2783359,2840305,2889924,2933617,2971563,28.22%,1.29%
BDI,Burundi,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,750577,768345,786104,798444,820228,844078,866118,889312,910258,927954,945670,967467,956866,946761,973156,996920,1016289,1041661,1072666,1095260,1149838,1201888,1221785,1246347,1266370,1281756,1292030,1312834,1333576,1348791,1367987,1389375,1428276,1324967,1328993,1470661,1456209,1445792,1489636,1546721,1593587,1651290,1715250,1786688,1873618,1957853,2036283,2116365,2212631,2336116,2444477,2518071,2591890,2667754,2740566,2766047,2771725,2819520,2912702,3031390,3141387,3252401,3372949,3504315,31.36%,3.89%
BDI,Burundi,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,50444,51837,53349,54835,56619,58265,59773,61426,63041,64615,66200,67885,68255,68500,70150,71811,73347,75030,76805,78391,80789,83124,84707,86406,87956,89320,90411,91501,92112,92248,92310,92157,92149,88695,87949,90390,89100,88279,89110,90480,91758,93487,95639,98171,101203,104296,107360,110571,114332,119121,123559,126953,130450,134206,137555,141209,146181,151965,158671,165811,171935,177102,182084,187361,39.61%,2.90%
BDI,Burundi,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,1419148,1453599,1489006,1519025,1561243,1603686,1641282,1681553,1720242,1756047,1792516,1834298,1834918,1833572,1877890,1921905,1962181,2010045,2065682,2114360,2201733,2290384,2345807,2407469,2464910,2517439,2564034,2621976,2679832,2731686,2787001,2842673,2916527,2823497,2839867,3012894,3012349,3009493,3065465,3138022,3202178,3282043,3374234,3480322,3609997,3743946,3878308,4020991,4187327,4402636,4610573,4774277,4943284,5119502,5291412,5407378,5495462,5621203,5789861,5980560,6153627,6319427,6488650,6663239,30.15%,2.69%
BDI,Burundi,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,612844,629427,646883,664329,684128,701810,716178,731847,748175,764847,782113,800519,809931,816708,832907,851895,871632,892695,915805,940608,971276,1005951,1040466,1076485,1113036,1149490,1185357,1221918,1258573,1295209,1331617,1366484,1402055,1415779,1428394,1457447,1473073,1481688,1493044,1507203,1523370,1543953,1570044,1602151,1641904,1688634,1741840,1801843,1868878,1956812,2053360,2141871,2235446,2333989,2431724,2520426,2599632,2673570,2744007,2810440,2869019,2920467,2966127,3005933,28.79%,1.34%
BDI,Burundi,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,677798,695102,712552,724791,746485,770036,792248,816210,837944,856425,875010,897822,885120,872225,898969,923831,944273,970537,1002323,1025706,1080912,1133527,1154196,1179648,1200488,1216531,1227321,1248383,1267886,1281654,1300440,1321424,1360258,1255861,1258654,1399877,1384623,1373669,1417234,1474258,1520535,1576825,1640025,1711604,1799131,1884178,1963413,2044512,2141436,2265029,2373801,2448074,2522426,2598638,2671576,2696492,2701602,2749271,2841952,2959583,3068076,3177629,3296966,3427003,31.88%,3.94%
BDI,Burundi,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,36837,37845,38957,39986,41365,42602,43671,44883,46037,47110,48196,49433,49226,48946,50266,51602,52802,54152,55600,56762,58913,60882,61803,62904,63834,64564,64993,65492,65549,65149,64735,64248,64245,60084,59493,62565,60460,59011,59598,60697,61575,62909,64635,66768,69464,72116,74628,77264,80467,84888,88871,91511,94322,97449,100201,102851,106630,111551,117651,124255,129504,133690,137833,142383,46.11%,3.30%
BDI,Burundi,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,1327479,1362374,1398392,1429107,1471978,1514448,1552097,1592940,1632156,1668382,1705319,1747773,1744277,1737879,1782142,1827328,1868707,1917383,1973728,2023076,2111101,2200360,2256465,2319037,2377358,2430585,2477671,2535793,2592008,2642012,2696792,2752155,2826558,2731724,2746542,2919889,2918157,2914369,2969875,3042158,3105481,3183686,3274704,3380524,3510499,3644928,3779881,3923619,4090782,4306730,4516033,4681456,4852194,5030076,5203501,5319770,5407865,5534391,5703611,5894278,6066599,6231786,6400926,6575319,30.72%,2.72%
BDI,Burundi,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,1230972,1262843,1296436,1330076,1368525,1403153,1431568,1462662,1495118,1528326,1562758,1599464,1619728,1635019,1667491,1705069,1744177,1786049,1832016,1881316,1942382,2011324,2079781,2151200,2223620,2295853,2366951,2439560,2512717,2585856,2658320,2727624,2798157,2825613,2851319,2909290,2940114,2957111,2979763,3008024,3040204,3081219,3133389,3197615,3277080,3370430,3476505,3595898,3729243,3904212,4095897,4271124,4456391,4651531,4845016,5020548,5177188,5323288,5462495,5593800,5709324,5810391,5899745,5977497,28.51%,1.32%
BDI,Burundi,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,1428375,1463447,1498656,1523236,1566713,1614113,1658365,1705522,1748202,1784378,1820679,1865288,1841986,1818985,1872125,1920750,1960563,2012198,2074989,2120967,2230750,2335414,2375980,2425996,2466858,2498287,2519351,2561217,2601462,2630444,2668427,2710798,2788533,2580828,2587647,2870539,2840833,2819460,2906869,3020979,3114122,3228115,3355274,3498292,3672749,3842032,3999697,4160877,4354067,4601145,4818278,4966145,5114316,5266391,5412142,5462539,5473327,5568790,5754654,5990972,6209464,6430031,6669914,6931318,31.61%,3.92%
BDI,Burundi,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,87282,89682,92306,94822,97984,100867,103444,106309,109078,111726,114396,117318,117481,117446,120416,123413,126150,129182,132405,135154,139702,144005,146509,149310,151790,153883,155405,156993,157661,157397,157045,156405,156394,148779,147442,152955,149561,147291,148709,151177,153333,156395,160274,164940,170668,176412,181989,187834,194799,204009,212430,218463,224772,231655,237756,244060,252811,263515,276323,290066,301439,310791,319917,329744,42.34%,3.07%
BDI,Burundi,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,2689581,2756414,2825203,2883480,2965489,3046604,3116897,3192598,3264866,3331079,3398321,3475683,3468204,3455878,3536433,3617072,3689989,3776693,3877632,3964575,4125700,4288525,4387161,4497270,4598557,4689688,4768597,4867902,4964492,5048750,5139904,5233682,5361916,5176187,5194577,5504970,5490938,5472582,5562773,5683541,5787529,5918664,6071677,6249682,6469754,6696167,6921702,7160953,7440530,7805682,8155352,8423640,8698973,8984203,9259032,9431523,9552623,9738163,9995643,10287647,10545078,10786763,11031286,11281370,25.57%,2.27%
BDI,Burundi,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,57047,59558,62195,64653,67732,71530,76481,81895,87531,93350,99513,106387,110991,115572,123599,132160,140900,150735,161778,172862,187134,202218,215110,229236,243711,258336,273109,289867,307348,324947,343889,361146,381169,379033,391831,427813,439569,451280,472567,496639,520130,547065,577261,611164,650742,692707,736488,783656,837579,903684,971253,1032093,1096506,1165374,1235881,1295625,1350704,1417430,1497829,1587191,1675149,1764450,1858290,1957189,67.95%,5.32%
BDI,Burundi,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,2746628,2815972,2887398,2948133,3033221,3118134,3193378,3274493,3352397,3424429,3497834,3582070,3579195,3571450,3660032,3749232,3830889,3927428,4039410,4137437,4312834,4490743,4602271,4726506,4842268,4948024,5041706,5157769,5271840,5373697,5483793,5594828,5743085,5555220,5586408,5932783,5930507,5923862,6035340,6180180,6307659,6465729,6648938,6860846,7120496,7388874,7658190,7944609,8278109,8709366,9126605,9455733,9795479,10149577,10494913,10727148,10903327,11155593,11493472,11874838,12220227,12551213,12889576,13238559,30.43%,2.71%
CPV,Cabo Verde,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,45437,47251,49457,51690,53863,55925,57864,59733,61549,63315,64958,66266,67207,67985,68717,69739,70921,71837,72537,73060,73765,74648,75482,76376,77324,78334,79410,80542,81712,82951,84633,86666,88589,90323,91798,92958,93871,94631,95237,95689,95564,94834,93904,92790,91518,90134,88665,87083,85377,83562,82196,81515,80954,80325,79716,79178,78842,78709,78501,78138,77679,77123,76526,75930,-5.47%,-0.78%
CPV,Cabo Verde,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,59478,59902,60681,61644,62752,64068,65614,67366,69324,71489,73728,75505,76645,77647,78767,79733,80544,81497,82638,83972,85496,86876,88025,89123,90116,91002,91811,92572,93312,94173,95393,97171,99554,102383,105511,108854,112382,116056,119836,123699,127256,130456,133608,136720,139826,142955,146124,149358,152645,155944,159747,163967,168015,171941,175803,179511,182945,186103,189060,191910,194711,197458,200121,202698,17.89%,1.29%
CPV,Cabo Verde,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,6065,6228,6382,6551,6723,6899,7080,7266,7459,7661,7842,8003,8167,8327,8481,8628,8765,8886,8993,9087,9176,9252,9304,9339,9369,9400,9446,9517,9624,9761,9909,10080,10288,10523,10781,11057,11360,11695,12039,12375,12912,13666,14454,15271,16084,16865,17600,18296,18945,19532,19676,19426,19170,18957,18854,18800,18872,19160,19555,20009,20505,20999,21593,22408,18.20%,3.77%
CPV,Cabo Verde,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,110979,113382,116520,119885,123338,126893,130558,134364,138331,142465,146528,149774,152020,153959,155965,158100,160230,162220,164167,166119,168436,170777,172811,174839,176809,178737,180667,182632,184648,186885,189934,193917,198431,203229,208089,212870,217613,222382,227112,231762,235732,238957,241967,244781,247428,249955,252389,254737,256967,259039,261618,264908,268138,271223,274372,277489,280659,283971,287116,290056,292895,295580,298239,301036,10.99%,0.94%
CPV,Cabo Verde,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,46047,47914,50215,52556,54833,56993,59035,61010,62929,64801,66505,67702,68354,68801,69230,70050,71180,72148,72971,73656,74392,75374,76494,77641,78802,79995,81228,82493,83780,85117,86859,88922,90870,92623,94102,95270,96178,96914,97501,97945,97905,97307,96434,95304,93967,92490,90910,89237,87494,85712,84432,83820,83234,82519,81845,81280,80940,80834,80663,80325,79885,79344,78756,78159,-5.28%,-0.76%
CPV,Cabo Verde,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,50124,50660,51739,53127,54681,56464,58509,60780,63275,65990,68615,70150,70340,70127,69999,69565,68791,68070,67474,67043,67124,68093,69536,70951,72288,73542,74742,75916,77076,78356,79923,81988,84676,87836,91317,95020,98926,103005,107196,111475,115976,120677,125392,130116,134845,139585,144335,149077,153767,158347,162714,166909,171056,175138,179118,182929,186487,189828,192996,196067,199087,202012,204823,207570,18.52%,1.34%
CPV,Cabo Verde,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,2699,2831,3009,3245,3509,3806,4137,4494,4873,5268,5615,5880,6104,6304,6488,6660,6815,6951,7072,7177,7282,7390,7478,7539,7573,7600,7634,7676,7727,7793,7847,7895,7971,8062,8147,8221,8289,8352,8405,8445,8637,9017,9438,9888,10343,10799,11249,11683,12108,12540,12448,11885,11435,11061,10741,10468,10309,10322,10425,10582,10773,10987,11332,11918,7.75%,5.17%
CPV,Cabo Verde,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,98870,101406,104963,108928,113023,117263,121680,126284,131077,136059,140735,143732,144798,145232,145716,146275,146786,147169,147518,147876,148798,150857,153508,156131,158663,161137,163604,166085,168584,171266,174630,178805,183516,188520,193566,198511,203394,208271,213102,217865,222518,227001,231264,235308,239155,242873,246494,249996,253369,256599,259594,262614,265726,268717,271704,274677,277736,280983,284085,286974,289745,292344,294911,297646,10.77%,0.93%
CPV,Cabo Verde,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,91484,95166,99672,104247,108696,112918,116900,120743,124477,128116,131462,133968,135561,136786,137947,139789,142100,143984,145508,146716,148156,150023,151976,154018,156127,158329,160638,163036,165493,168068,171492,175587,179459,182946,185900,188229,190049,191546,192738,193634,193469,192142,190339,188094,185485,182624,179576,176320,172871,169275,166627,165335,164188,162843,161562,160458,159782,159542,159165,158462,157564,156468,155281,154089,-5.38%,-0.77%
CPV,Cabo Verde,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,109602,110563,112420,114771,117434,120532,124122,128146,132599,137479,142343,145654,146986,147774,148766,149298,149335,149568,150112,151015,152619,154970,157561,160075,162404,164544,166553,168488,170389,172529,175315,179159,184230,190219,196828,203875,211309,219061,227032,235174,243233,251133,258999,266836,274671,282539,290459,298435,306412,314291,322461,330875,339071,347078,354920,362440,369431,375930,382057,387976,393798,399471,404943,410267,18.21%,1.31%
CPV,Cabo Verde,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,8763,9059,9391,9796,10232,10706,11217,11759,12332,12929,13457,13883,14271,14631,14969,15288,15579,15837,16065,16264,16459,16642,16782,16878,16942,17001,17080,17193,17352,17553,17756,17975,18258,18584,18928,19278,19649,20047,20444,20819,21550,22684,23893,25159,26427,27664,28849,29979,31053,32073,32124,31311,30605,30018,29594,29268,29181,29482,29981,30591,31278,31987,32924,34325,14.35%,4.26%
CPV,Cabo Verde,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,174848,178386,183336,188765,194320,200030,205920,212019,218344,224894,231076,235098,236647,237411,238235,239181,240049,240677,241207,241713,242627,241242,239730,237859,235529,232814,227615,221942,215818,209503,203718,204833,206355,208011,209527,210759,211750,212584,213187,213550,213385,212985,212263,211254,209980,208520,206892,205108,203144,201016,198994,198759,198485,198066,197625,197123,196644,196259,195740,195065,194299,193416,192507,191686,-3.22%,-0.43%
CPV,Cabo Verde,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,35001,36402,38148,40049,42042,44126,46318,48629,51064,53630,56186,58407,60171,61780,63447,65194,66966,68712,70478,72282,74607,80392,86589,93112,99944,107060,116656,126776,137415,148647,160845,167888,175592,183738,192128,200623,209257,218070,227027,236077,244866,252973,260968,268835,276603,284307,291992,299625,307192,314622,322218,328762,335379,341874,348451,355043,361750,368695,375462,381965,388341,394509,400642,406996,19.05%,1.59%
CPV,Cabo Verde,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,209849,214788,221484,228814,236362,244156,252238,260648,269408,278524,287262,293505,296818,299191,301682,304375,307015,309389,311685,313995,317234,321634,326319,330971,335473,339874,344271,348718,353233,358150,364563,372721,381947,391749,401655,411382,421007,430654,440214,449627,458251,465958,473231,480089,486583,492827,498884,504733,510336,515638,521212,527521,533864,539940,546076,552166,558394,564954,571202,577030,582640,587925,593149,598682,10.88%,0.93%
KHM,Cambodia,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,1219747,1248601,1276647,1302675,1326102,1348516,1370780,1392633,1413725,1433751,1450181,1465620,1484984,1502361,1508800,1465308,1375827,1303737,1265167,1259492,1281831,1319637,1367861,1423348,1484568,1548018,1614384,1684021,1758552,1843467,1940551,2046692,2165881,2287535,2385085,2447276,2484382,2506723,2463405,2408610,2397219,2382613,2367097,2350441,2334726,2319843,2304144,2290662,2276870,2264597,2260141,2265048,2282291,2300124,2312367,2325609,2338810,2349944,2357896,2362632,2365563,2366858,2364334,2357978,2.52%,-0.27%
KHM,Cambodia,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,1473070,1504145,1536702,1571487,1609966,1650660,1690612,1730398,1770805,1812213,1816582,1809015,1837408,1875154,1911160,1920170,1865663,1819791,1825962,1885387,1937359,1978434,2053970,2125541,2185958,2239084,2307240,2381760,2444213,2498952,2555425,2606380,2682426,2779233,2854031,2924368,3010294,3103566,3261759,3426954,3538375,3652437,3769267,3888087,4006344,4123629,4241930,4360633,4474799,4580010,4676856,4764977,4841066,4915295,4991571,5062218,5131614,5200561,5264988,5324810,5387125,5451209,5513812,5578082,13.48%,1.17%
KHM,Cambodia,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,83096,85452,87944,90586,93417,96392,99517,102793,106153,109610,113130,116623,120157,123683,127046,119046,106758,105015,107234,110684,114986,119432,124026,128730,133566,138538,143585,148692,153912,159308,164900,170583,176387,182350,188359,194395,200526,206757,213163,219817,226738,234047,241853,250132,259044,268453,278092,288070,298541,309766,321654,334253,347724,362753,380532,400564,422261,445836,471355,499040,528646,558889,590170,624204,72.07%,5.77%
KHM,Cambodia,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,2775913,2838198,2901294,2964747,3029485,3095568,3160909,3225825,3290683,3355573,3379892,3391257,3442548,3501198,3547006,3504525,3348247,3228543,3198363,3255563,3334177,3417502,3545857,3677619,3804093,3925641,4065209,4214473,4356677,4501727,4660876,4823655,5024695,5249118,5427475,5566038,5695203,5817046,5938327,6055381,6162331,6269097,6378217,6488659,6600114,6711926,6824167,6939365,7050210,7154373,7258651,7364277,7471081,7578172,7684470,7788391,7892686,7996341,8094239,8186482,8281334,8376956,8468316,8560264,12.96%,1.09%
KHM,Cambodia,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,1235011,1264133,1292661,1319627,1344095,1367482,1390827,1413822,1436125,1457394,1475146,1491954,1512736,1531425,1538656,1494289,1392123,1306777,1267943,1265656,1292525,1334996,1387469,1447187,1512564,1579982,1650321,1724086,1802932,1892388,1994044,2104172,2227086,2352314,2452426,2516296,2554543,2577664,2537514,2485023,2472546,2456819,2440135,2422679,2406959,2393073,2379194,2368024,2358305,2350508,2349677,2358746,2381088,2403793,2420052,2437317,2454132,2468518,2479630,2487235,2492096,2493615,2489731,2481080,3.22%,-0.35%
