FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,BWA,Botswana,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,15694,16241,16812,17410,18656,21920,25506,29654,34447,39957,46396,54360,60749,68229,76833,86507,97374,109522,123069,138108,154668,172492,199374,230420,265329,304307,347682,395409,447335,503070,562520,625294,659813,691445,723701,756087,788395,820640,853099,885903,919084,952535,979602,1005304,1031569,1058912,1087789,1139430,1193231,1248597,1305449,1362903,1408979,1453914,1500166,1548038,1598067,1650064,1702405,1754091,1804813,1852275,1899705,1949449
A,Annual,BWA,Botswana,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,512865,524403,536428,549041,562274,570975,574855,578723,582655,586737,592244,604139,626601,657246,691569,727930,766424,806968,849394,893500,938578,982747,1023009,1060717,1099170,1138704,1179263,1220361,1261272,1301671,1341474,1380584,1420695,1462262,1503544,1543634,1582169,1619354,1655699,1691558,1726985,1761930,1795130,1826863,1859085,1892807,1928704,1966977,2007320,2048997,2091664,2134037,2175425,2217278,2260376,2305171,2352416,2401840,2451409,2499702,2546402,2588423,2630296,2675352
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,334022,342105,350596,359624,368530,377191,386385,396295,406953,418208,429684,441254,452869,464455,476081,487723,496339,501985,507793,513892,520314,527069,534142,541451,549164,557574,566704,576723,589362,607778,630583,654242,678244,702184,725582,746783,767277,788613,809740,831146,852792,870842,888451,908823,928922,949682,970656,992030,1014624,1038308,1062629,1086395,1108799,1129820,1147307,1163735,1182858,1203743,1225898,1249674,1275785,1302342,1330073,1360397
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,477242,484218,491395,498708,506982,516493,526547,537024,547911,559066,569733,579280,588007,596666,605789,615468,622332,626121,629956,633881,637969,642325,647044,652160,657497,662782,667942,673020,680760,696365,717266,739021,762632,787981,814476,838829,863028,889959,917776,946871,977225,1002890,1029001,1056490,1080261,1105901,1127294,1146079,1168596,1192683,1215196,1226559,1224076,1217161,1197773,1190588,1211541,1234613,1259061,1289688,1327520,1355930,1387145,1435464
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,38645,38941,39373,39901,40461,41023,41593,42178,42788,43457,44184,44944,45748,46608,47529,48487,49142,49389,49448,49286,48880,48230,47329,46225,44986,43652,42236,40740,39365,38502,38041,37694,37493,37436,37471,37430,37419,37567,37777,38055,38373,38488,38696,39132,39560,40122,40694,41376,42324,43471,44729,45876,46879,47933,49154,51192,54103,57247,60566,64109,67635,70602,73573,77123
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,849909,865264,881363,898233,915973,934706,954524,975497,997652,1020732,1043601,1065479,1086623,1107729,1129399,1151679,1167812,1177495,1187197,1197059,1207163,1217623,1228515,1239836,1251647,1264009,1276882,1290483,1309487,1342645,1385890,1430958,1478369,1527601,1577528,1623042,1667724,1716139,1765292,1816073,1868390,1912220,1956147,2004444,2048743,2095704,2138644,2179485,2225544,2274463,2322555,2358829,2379753,2394914,2394233,2405515,2448502,2495603,2545524,2603472,2670940,2728875,2790791,2872985
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,336247,344759,353702,363266,372611,381554,391059,401286,412269,423862,435681,447604,459555,471454,483377,495294,504208,510284,516711,523571,530826,538470,546454,554661,563244,572462,582314,592963,606124,624867,647722,671148,694709,718116,740964,761720,781821,802772,823630,844933,866675,885126,903184,923910,944468,965733,987238,1009157,1032333,1056667,1081676,1106143,1129269,1150935,1168963,1185835,1205317,1226590,1249161,1273389,1300002,1327107,1355443,1386489
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,460059,466468,473101,479850,487713,497002,506858,517167,527918,538963,549552,559063,567793,576489,585681,595463,604288,611863,619439,627052,634774,642707,650916,659437,668155,676840,685448,693980,704212,719671,738875,759212,781715,806116,831570,853794,875488,900476,926444,953972,982992,1005812,1029124,1055507,1078233,1102893,1123236,1140931,1162354,1185243,1206457,1216685,1213230,1204944,1183351,1174430,1194526,1216400,1239655,1269661,1307266,1335394,1366381,1415011
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,33513,33874,34336,34865,35398,35910,36413,36912,37419,37962,38522,39077,39643,40232,40849,41489,42040,42407,42611,42647,42512,42210,41751,41164,40492,39763,38987,38168,37411,36927,36734,36734,36936,37312,37782,38151,38537,39083,39698,40382,41113,41615,42194,42981,43694,44505,45235,45996,47001,48167,49379,50365,51052,51636,52187,53553,55831,58148,60441,62803,64811,65779,66528,67829
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,829819,845101,861139,877981,895721,914466,934330,955365,977606,1000787,1023755,1045744,1066991,1088176,1109907,1132247,1150536,1164554,1178760,1193270,1208112,1223387,1239120,1255262,1271891,1289065,1306748,1325111,1347747,1381464,1423331,1467094,1513359,1561544,1610316,1653665,1695846,1742332,1789772,1839287,1890780,1932553,1974502,2022398,2066395,2113131,2155709,2196084,2241689,2290077,2337512,2373193,2393552,2407515,2404501,2413818,2455675,2501138,2549256,2605852,2672080,2728280,2788352,2869330
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,670268,686864,704298,722890,741141,758745,777443,797580,819221,842070,865365,888859,912423,935909,959458,983018,1000547,1012268,1024503,1037463,1051140,1065539,1080596,1096112,1112409,1130037,1149018,1169687,1195486,1232645,1278305,1325390,1372953,1420300,1466547,1508502,1549098,1591386,1633370,1676079,1719467,1755968,1791634,1832732,1873390,1915414,1957893,2001187,2046957,2094976,2144306,2192537,2238069,2280754,2316269,2349570,2388176,2430333,2475058,2523063,2575787,2629448,2685516,2746887
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,937301,950685,964495,978558,994695,1013494,1033405,1054191,1075828,1098030,1119285,1138344,1155800,1173155,1191469,1210932,1226620,1237984,1249396,1260933,1272744,1285031,1297959,1311597,1325652,1339623,1353391,1367000,1384972,1416036,1456141,1498233,1544346,1594097,1646045,1692623,1738516,1790436,1844220,1900843,1960217,2008702,2058124,2111996,2158494,2208794,2250529,2287010,2330951,2377925,2421653,2443243,2437306,2422105,2381123,2365018,2406067,2451013,2498715,2559349,2634787,2691324,2753527,2850475
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,72158,72815,73708,74766,75859,76932,78005,79090,80207,81419,82706,84022,85390,86841,88378,89977,91182,91795,92058,91933,91393,90440,89080,87388,85477,83416,81223,78908,76777,75429,74775,74428,74428,74749,75252,75581,75956,76650,77475,78438,79486,80104,80890,82113,83254,84626,85929,87372,89325,91639,94109,96241,97931,99568,101341,104745,109934,115395,121007,126912,132447,136381,140101,144953
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,1342103,1355446,1369293,1383671,1398573,1414264,1430768,1448146,1465344,1482885,1498998,1512565,1523940,1534213,1544113,1553733,1563147,1571584,1579962,1588469,1597125,1606136,1615511,1625206,1635303,1645916,1656934,1668592,1686148,1723162,1774725,1828497,1885177,1944061,2003592,2056756,2108555,2165211,2222804,2282516,2344256,2394525,2444784,2501313,2552785,2606573,2654210,2698020,2747080,2798337,2847115,2880145,2893196,2897641,2881208,2878250,2912198,2949077,2987375,3033389,3088372,3129787,3173417,3237862
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,337625,354918,373209,392543,413121,434907,458085,482715,509913,538634,568358,598659,629673,661692,695192,730194,755202,770464,785995,801860,818151,834874,852124,869891,888235,907159,926697,947002,971087,1000947,1034496,1069555,1106550,1145085,1184252,1219950,1255015,1293261,1332260,1372844,1414914,1450248,1485864,1525528,1562353,1602261,1640142,1677549,1720153,1766203,1812952,1851877,1880110,1904787,1917526,1941083,1991979,2047664,2107405,2175935,2254648,2327367,2405727,2504453
A,Annual,CAF,Central African Republic,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,1679728,1710364,1742502,1776214,1811694,1849171,1888853,1930861,1975257,2021519,2067356,2111224,2153613,2195905,2239305,2283927,2318349,2342048,2365957,2390329,2415276,2441010,2467635,2495097,2523538,2553075,2583631,2615594,2657235,2724109,2809221,2898052,2991727,3089146,3187844,3276706,3363570,3458472,3555064,3655360,3759170,3844773,3930648,4026841,4115138,4208834,4294352,4375569,4467233,4564540,4660067,4732022,4773306,4802428,4798734,4819333,4904177,4996741,5094780,5209324,5343020,5457154,5579144,5742315
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,2953902,3026420,3086134,3136103,3175101,3199768,3213550,3213536,3200670,3175919,3140012,3144943,3095584,3045595,2999281,2955583,2909003,2859565,2805184,2753210,2719073,2699249,2693529,2690647,2688084,2682014,2679758,2695688,2718373,2758115,2794777,2829110,2862526,2887980,2904779,2912901,2916420,2914217,2903463,2887857,2871655,2857884,2844706,2826539,2805825,2780766,2758358,2742563,2737750,2738496,2740888,2745570,2762265,2785393,2812218,2836546,2869257,2894305,2918574,2941097,2950353,2940332,2962955,3016092
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,5189981,5287418,5391274,5508334,5639333,5777704,5931666,6093502,6251673,6399560,6557032,6823693,6977490,7142939,7323437,7508998,7681809,7841383,7985374,8123674,8276184,8411799,8533191,8630503,8718424,8799264,8881255,8984612,9087394,9240554,9362204,9454987,9550522,9648920,9756623,9866748,9981044,10092569,10195126,10304416,10428295,10569731,10714911,10841769,10974587,11111063,11250379,11375176,11502464,11630674,11748486,11831237,11903009,11960897,12012862,12035472,12104438,12186457,12300961,12418384,12484936,12481605,12638400,12944699
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,707088,726971,746051,765236,785992,808782,833576,858989,884911,911051,936322,975442,1001744,1031760,1063331,1098309,1137110,1178232,1220975,1265303,1312924,1357599,1399003,1438110,1481408,1531217,1584744,1641682,1694630,1752864,1806418,1854345,1899849,1941894,1981659,2020147,2058919,2096838,2130942,2161137,2192221,2227196,2261911,2294886,2331046,2370774,2418312,2470539,2529874,2594099,2663398,2741553,2835289,2932758,3028506,3117297,3219190,3326071,3443801,3570225,3697276,3815755,3986493,4207802
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",F,Female,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,8850971,9040809,9223459,9409673,9600426,9786254,9978791,10166027,10337254,10486530,10633366,10944078,11074818,11220294,11386049,11562890,11727923,11879181,12011533,12142187,12308181,12468647,12625723,12759260,12887917,13012495,13145756,13321982,13500396,13751532,13963399,14138442,14312897,14478794,14643061,14799796,14956383,15103624,15229531,15353410,15492171,15654811,15821528,15963194,16111457,16262602,16427049,16588278,16770088,16963269,17152771,17318359,17500563,17679048,17853585,17989314,18192885,18406833,18663335,18929706,19132565,19237693,19587848,20168593
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,3087465,3165203,3227680,3280454,3323305,3351446,3367032,3367135,3353515,3326487,3286353,3290364,3240818,3191680,3145893,3102114,3054708,3004734,2949883,2897250,2863031,2842847,2836824,2833438,2829470,2821217,2817506,2834433,2859529,2902442,2939970,2973939,3009190,3036969,3054925,3063707,3067978,3065769,3052743,3033472,3013985,2998901,2986203,2968258,2947297,2922655,2902198,2888731,2885694,2887338,2889591,2892188,2904808,2922741,2943268,2960591,2989951,3016802,3045279,3071908,3084169,3076086,3102619,3161056
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,5304020,5388263,5478097,5581484,5700315,5829791,5981607,6147975,6311017,6460958,6637993,6936429,7097554,7257770,7435228,7615942,7781163,7931234,8066210,8200461,8354536,8493181,8616248,8714641,8806164,8895070,8989998,9104889,9210217,9360430,9485795,9585968,9675122,9762183,9863058,9965746,10077423,10191675,10294502,10406057,10539834,10692528,10842751,10969385,11101850,11238375,11374208,11490350,11609329,11731755,11844463,11927048,12006934,12074746,12132198,12155938,12226674,12316091,12446843,12581050,12657018,12659327,12823302,13138507
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,666900,676726,684765,692390,700953,710509,720571,730863,742214,754025,766288,791161,805273,822034,840799,862329,886014,910696,935577,961645,989919,1015241,1038147,1059111,1083503,1113333,1147018,1185297,1221605,1262377,1301974,1339071,1374054,1406819,1439619,1473062,1508434,1544880,1578397,1608347,1639740,1674615,1708716,1741624,1778203,1819099,1867736,1921526,1982187,2047707,2119078,2201627,2301089,2404456,2505015,2598655,2701293,2805348,2917162,3035832,3154886,3266758,3425289,3629606
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",M,Male,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,9058385,9230191,9390542,9554327,9724573,9891746,10069210,10245973,10406746,10541470,10690634,11017954,11143645,11271483,11421920,11580385,11721886,11846663,11951670,12059357,12207486,12351269,12491219,12607190,12719137,12829620,12954522,13124619,13291351,13525249,13727739,13898978,14058366,14205971,14357602,14502515,14653835,14802324,14925642,15047875,15193559,15366044,15537670,15679267,15827350,15980129,16144143,16300607,16477210,16666800,16853131,17020863,17212832,17401943,17580481,17715184,17917918,18138241,18409285,18688790,18896073,19002171,19351209,19929169
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,6041366,6191622,6313813,6416557,6498407,6551214,6580581,6580671,6554185,6502406,6426365,6435307,6336402,6237274,6145174,6057697,5963712,5864299,5755067,5650461,5582104,5542095,5530353,5524086,5517554,5503232,5497264,5530121,5577902,5660557,5734748,5803049,5871716,5924949,5959704,5976608,5984398,5979987,5956206,5921329,5885640,5856784,5830909,5794797,5753121,5703421,5660557,5631294,5623444,5625834,5630478,5637757,5667073,5708135,5755486,5797137,5859208,5911107,5963853,6013004,6034522,6016419,6065574,6177149
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,10494001,10675681,10869371,11089817,11339648,11607495,11913272,12241477,12562690,12860518,13195025,13760122,14075044,14400708,14758665,15124940,15462972,15772616,16051583,16324135,16630720,16904979,17149439,17345144,17524588,17694335,17871252,18089501,18297611,18600984,18847999,19040955,19225645,19411102,19619681,19832495,20058467,20284244,20489628,20710473,20968129,21262259,21557663,21811153,22076436,22349438,22624588,22865527,23111793,23362428,23592948,23758284,23909943,24035643,24145059,24191409,24331113,24502549,24747804,24999433,25141954,25140932,25461701,26083205
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,1373988,1403696,1430816,1457626,1486945,1519291,1554147,1589852,1627125,1665076,1702610,1766603,1807017,1853794,1904131,1960638,2023124,2088928,2156552,2226949,2302843,2372841,2437150,2497221,2564911,2644549,2731762,2826979,2916234,3015241,3108392,3193415,3273903,3348713,3421278,3493208,3567354,3641718,3709339,3769484,3831961,3901811,3970627,4036510,4109249,4189873,4286048,4392065,4512061,4641806,4782476,4943180,5136379,5337214,5533521,5715952,5920483,6131419,6360963,6606057,6852162,7082514,7411781,7837408
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,5540976,5541960,5492247,5441341,5390322,5334312,5284252,5275481,5256115,5223145,5191541,5251122,5338874,5431539,5535266,5644413,5744499,5802629,5851095,5899610,5966378,6028261,6059713,6079070,6095759,6110627,6133043,6209133,6284808,6393132,6484711,6555149,6557450,6553895,6550090,6541741,6528757,6477628,6415815,6352957,6297326,6263111,6306962,6338934,6373389,6409210,6444862,6447537,6457290,6471098,6482545,6491486,6547988,6602944,6655226,6691380,6752720,6815656,6891429,6966193,7011720,7015868,7105599,7272932
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,12368380,12729040,13121753,13522659,13934678,14343688,14763748,15136519,15487885,15804855,16132459,16710910,16879589,17060238,17272703,17498862,17705309,17923214,18112108,18301934,18549289,18791654,19057229,19287381,19511294,19731489,19967235,20237468,20506939,20883649,21206427,21482271,21813814,22130869,22450573,22760570,23081461,23428320,23739358,24048329,24388404,24757744,25052237,25303527,25565418,25833522,26126331,26441349,26790008,27158971,27523357,27847735,28165407,28478048,28778840,29013118,29358083,29729419,30181191,30652302,31016918,31223996,31833457,32824829
A,Annual,CAN,Canada,WB_HNP_SP_POP_TOTL,"Population, total",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,17909356,18271000,18614000,18964000,19325000,19678000,20048000,20412000,20744000,21028000,21324000,21962032,22218463,22491777,22807969,23143275,23449808,23725843,23963203,24201544,24515667,24819915,25116942,25366451,25607053,25842116,26100278,26446601,26791747,27276781,27691138,28037420,28371264,28684764,29000663,29302311,29610218,29905948,30155173,30401286,30685730,31020855,31359199,31642461,31938807,32242732,32571193,32888886,33247298,33630069,34005902,34339221,34713395,35080992,35434066,35704498,36110803,36545075,37072620,37618495,38028638,38239864,38939056,40097761
A,Annual,CEB,Central Electricity Board (CEB),WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,13033002,13090509,13042252,12951212,12844464,12689778,12498398,12328390,12169286,12012043,11835000,11682427,11607419,11590122,11655959,11796209,11982043,12162410,12301313,12429544,12565085,12702673,12783035,12797797,12813881,12837675,12857611,12856013,12817264,12701113,12508656,12267329,12000022,11743786,11480691,11193206,10900174,10615300,10326671,10030179,9686242,9331136,8991262,8698747,8434417,8207566,8024871,7877211,7776726,7725136,7683682,7653808,7624555,7601393,7581325,7567981,7568647,7591152,7620794,7642251,7643229,7591830,7439171,7381040
A,Annual,CEB,Central Electricity Board (CEB),WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,30251233,30444295,30715656,31052825,31416196,31737443,32080668,32505657,32903476,33256704,33549062,33804752,34070512,34290515,34461814,34601572,34710460,34785145,34847223,34901315,35012202,35219192,35537487,35930373,36229976,36403445,36538341,36653311,36753032,36811549,36861619,36866082,36865547,36972443,37103167,37187274,37241378,37312753,37405530,37516438,37460032,37332368,37233192,37247845,37257467,37236011,37190437,37070161,36916499,36777844,36555793,36338302,36064701,35767975,35441909,35086978,34701176,34298799,33912184,33552472,33201761,32747256,32444096,32507919
A,Annual,CEB,Central Electricity Board (CEB),WB_HNP_SP_POP_TOTL,"Population, total",F,Female,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,3999637,4141342,4283640,4432851,4597055,4775376,4963078,5152871,5333589,5499458,5651330,5803328,5978578,6158418,6339052,6524406,6697354,6870350,7029785,7161963,7217411,7175745,7087071,6971819,6937173,7001921,7102969,7239824,7393672,7529367,7661693,7782497,7894643,8036572,8186863,8340837,8488487,8626720,8759490,8886817,8978381,9052990,9142101,9249659,9352259,9447128,9533402,9597670,9653660,9729911,9784263,9889273,10055691,10251112,10472924,10700267,10929794,11159308,11390914,11636789,11866628,11985606,11727651,11707605
A,Annual,CEB,Central Electricity Board (CEB),WB_HNP_SP_POP_TOTL,"Population, total",F,Female,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,47283873,47676149,48041545,48436887,48857715,49202597,49542143,49986920,50406350,50768203,51035391,51290509,51656511,52039054,52456829,52922189,53389856,53817906,54178321,54492822,54794696,55097607,55407594,55699987,55981030,56243041,56498923,56749148,56963966,57042030,57031966,56915906,56760212,56752802,56770720,56721318,56630040,56554776,56491692,56433431,56124654,55716493,55366555,55196253,55044141,54890704,54748712,54545043,54346886,54232892,54023740,53881381,53744949,53620480,53496159,53355228,53199616,53049259,52923890,52831512,52711617,52324691,51610920,51596563
A,Annual,CEB,Central Electricity Board (CEB),WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y0T14,under 15 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,13508632,13588279,13558870,13480789,13384047,13233913,13038379,12858036,12686402,12519013,12328719,12164697,12089714,12077898,12155039,12307707,12499123,12684734,12824574,12953869,13095241,13235152,13317614,13333671,13346360,13363788,13381545,13377953,13318615,13176516,12969500,12715783,12440234,12181757,11914752,11621345,11324031,11033788,10737488,10430566,10070370,9701830,9356346,9063254,8799075,8571476,8387173,8237483,8136604,8088121,8050556,8025471,8001353,7982191,7966749,7958450,7963081,7990176,8025408,8051232,8054852,8003739,7836353,7774156
A,Annual,CEB,Central Electricity Board (CEB),WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y15T64,15 to 64 years old,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,27996059,28269090,28620294,29033459,29468786,29871802,30293302,30775891,31224276,31622031,31956859,32253651,32553949,32803865,33004550,33177872,33321591,33444391,33567290,33680683,33834445,34057868,34375879,34761874,35075442,35285362,35458357,35620410,35768157,35869583,35963252,36001412,36013372,36115582,36237971,36312410,36356953,36420967,36507456,36614866,36621081,36574186,36520094,36586865,36652735,36688266,36694685,36622195,36516989,36432931,36266669,36101808,35878955,35632977,35368942,35088147,34782879,34461906,34156806,33878273,33596337,33190021,32922273,33025416
A,Annual,CEB,Central Electricity Board (CEB),WB_HNP_SP_POP_TOTL,"Population, total",M,Male,Y_GE65,65 years old and over,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,2613197,2699221,2788792,2888882,3005246,3132679,3272512,3422426,3566990,3697385,3813579,3926398,4056991,4191864,4323494,4452806,4565498,4669853,4759210,4821241,4816933,4738762,4629293,4502303,4435238,4446093,4485340,4548916,4636004,4713513,4778405,4836367,4897640,4991780,5098152,5209172,5315167,5412485,5501702,5582089,5631715,5667533,5716755,5777790,5835763,5891466,5941910,5974026,6001405,6046534,6080483,6165379,6310057,6478079,6664328,6856057,7048701,7238734,7432342,7637519,7817318,7894700,7738710,7760476
A,Annual,CEB,Central Electricity Board (CEB),WB_HNP_SP_POP_TOTL,"Population, total",M,Male,_T,All age ranges or no breakdown by age,_T,Total,COUNT,Count,WB_HNP,Health Nutrition and Population Statistics,Units,A,Normal value,PU,Public,44117889,44556588,44967955,45403130,45858081,46238392,46604193,47056350,47477668,47838429,48099156,48344749,48700652,49073627,49483085,49938386,50386213,50798978,51151074,51455793,51746620,52031785,52322786,52597849,52857040,53095245,53325242,53547278,53722777,53759611,53711158,53553563,53351244,53289122,53250876,53142927,52996151,52867238,52746647,52627522,52323168,51943548,51593196,51427912,51287572,51151207,51023769,50833704,50654999,50567585,50397708,50292655,50190366,50093248,50000020,49902655,49794663,49690815,49614561,49567024,49468508,49088461,48497338,48560043
